"","varnumber","varname","codevalue","valuelabel","frequency","percent"
"1095",35000,"CIPCODE","47.0403","Locksmithing and Safe Repair",3,0
"1096",35000,"CIPCODE","47.0404","Musical Instrument Fabrication and Repair",15,0.01
"1097",35000,"CIPCODE","47.0408","Watchmaking and Jewelrymaking",12,0
"1098",35000,"CIPCODE","47.0499","Precision Systems Maintenance and Repair Technologies/Technicians, Other",11,0
"1099",35000,"CIPCODE","47.0600","Vehicle Maintenance and Repair Technology/Technician, General",29,0.01
"1100",35000,"CIPCODE","47.0603","Autobody/Collision and Repair Technology/Technician",639,0.22
"1101",35000,"CIPCODE","47.0604","Automobile/Automotive Mechanics Technology/Technician",1734,0.59
"1102",35000,"CIPCODE","47.0605","Diesel Mechanics Technology/Technician",564,0.19
"1103",35000,"CIPCODE","47.0606","Small Engine Mechanics and Repair Technology/Technician",57,0.02
"1104",35000,"CIPCODE","47.0607","Airframe Mechanics and Aircraft Maintenance Technology/Technician",264,0.09
"1105",35000,"CIPCODE","47.0608","Aircraft Powerplant Technology/Technician",185,0.06
"1106",35000,"CIPCODE","47.0609","Avionics Maintenance Technology/Technician",79,0.03
"1107",35000,"CIPCODE","47.0610","Bicycle Mechanics and Repair Technology/Technician",1,0
"1108",35000,"CIPCODE","47.0611","Motorcycle Maintenance and Repair Technology/Technician",52,0.02
"1109",35000,"CIPCODE","47.0613","Medium/Heavy Vehicle and Truck Technology/Technician",150,0.05
"1110",35000,"CIPCODE","47.0614","Alternative Fuel Vehicle Technology/Technician",34,0.01
"1111",35000,"CIPCODE","47.0615","Engine Machinist",6,0
"1112",35000,"CIPCODE","47.0616","Marine Maintenance/Fitter and Ship Repair Technology/Technician",67,0.02
"1113",35000,"CIPCODE","47.0617","High Performance and Custom Engine Technician/Mechanic",26,0.01
"1114",35000,"CIPCODE","47.0699","Vehicle Maintenance and Repair Technologies/Technicians, Other",31,0.01
"1115",35000,"CIPCODE","47.0701","Energy Systems Installation and Repair Technology/Technician",6,0
"1116",35000,"CIPCODE","47.0703","Solar Energy System Installation and Repair Technology/Technician",3,0
"1117",35000,"CIPCODE","47.0704","Wind Energy System Installation and Repair Technology/Technician",7,0
"1118",35000,"CIPCODE","47.0706","Geothermal Energy System Installation and Repair Technology/Technician",1,0
"1119",35000,"CIPCODE","47.9999","Mechanic and Repair Technologies/Technicians, Other",68,0.02
"1120",35000,"CIPCODE","48.0000","Precision Production Trades, General",12,0
"1121",35000,"CIPCODE","48.0303","Upholstery/Upholsterer",13,0
"1122",35000,"CIPCODE","48.0501","Machine Tool Technology/Machinist",533,0.18
"1123",35000,"CIPCODE","48.0503","Machine Shop Technology/Assistant",279,0.09
"1124",35000,"CIPCODE","48.0506","Sheet Metal Technology/Sheetworking",55,0.02
"1125",35000,"CIPCODE","48.0507","Tool and Die Technology/Technician",86,0.03
"1126",35000,"CIPCODE","48.0508","Welding Technology/Welder",1796,0.61
"1127",35000,"CIPCODE","48.0509","Ironworking/Ironworker",11,0
"1128",35000,"CIPCODE","48.0510","Computer Numerically Controlled (CNC) Machinist Technology/CNC Machinist",299,0.1
"1129",35000,"CIPCODE","48.0511","Metal Fabricator",38,0.01
"1130",35000,"CIPCODE","48.0599","Precision Metal Working, Other",42,0.01
"1131",35000,"CIPCODE","48.0701","Woodworking, General",18,0.01
"1132",35000,"CIPCODE","48.0702","Furniture Design and Manufacturing",14,0
"1133",35000,"CIPCODE","48.0703","Cabinetmaking and Millwork",86,0.03
"1134",35000,"CIPCODE","48.0704","Wooden Boatbuilding Technology/Technician",3,0
"1135",35000,"CIPCODE","48.0799","Woodworking, Other",3,0
"1136",35000,"CIPCODE","48.0801","Boilermaking/Boilermaker",6,0
"1137",35000,"CIPCODE","48.9999","Precision Production, Other",24,0.01
"1138",35000,"CIPCODE","49.0101","Aeronautics/Aviation/Aerospace Science and Technology, General",139,0.05
"1139",35000,"CIPCODE","49.0102","Airline/Commercial/Professional Pilot and Flight Crew",194,0.07
"1140",35000,"CIPCODE","49.0104","Aviation/Airway Management and Operations",137,0.05
"1141",35000,"CIPCODE","49.0105","Air Traffic Controller",30,0.01
"1142",35000,"CIPCODE","49.0106","Airline Flight Attendant",9,0
"1143",35000,"CIPCODE","49.0108","Flight Instructor",15,0.01
"1144",35000,"CIPCODE","49.0109","Remote Aircraft Pilot",6,0
"1145",35000,"CIPCODE","49.0199","Air Transportation, Other",27,0.01
"1146",35000,"CIPCODE","49.0202","Construction/Heavy Equipment/Earthmoving Equipment Operation",86,0.03
"1147",35000,"CIPCODE","49.0205","Truck and Bus Driver/Commercial Vehicle Operator and Instructor",262,0.09
"1148",35000,"CIPCODE","49.0207","Flagging and Traffic Control",1,0
"1149",35000,"CIPCODE","49.0208","Railroad and Railway Transportation",7,0
"1150",35000,"CIPCODE","49.0299","Ground Transportation, Other",15,0.01
"1151",35000,"CIPCODE","49.0304","Diver, Professional and Instructor",11,0
"1152",35000,"CIPCODE","49.0309","Marine Science/Merchant Marine Officer",14,0
"1153",35000,"CIPCODE","49.0399","Marine Transportation, Other",14,0
"1154",35000,"CIPCODE","49.9999","Transportation and Materials Moving, Other",9,0
"1155",35000,"CIPCODE","50.0101","Visual and Performing Arts, General",411,0.14
"1156",35000,"CIPCODE","50.0102","Digital Arts",254,0.09
"1157",35000,"CIPCODE","50.0201","Crafts/Craft Design, Folk Art and Artisanry",36,0.01
"1158",35000,"CIPCODE","50.0301","Dance, General",528,0.18
"1159",35000,"CIPCODE","50.0302","Ballet",8,0
"1160",35000,"CIPCODE","50.0399","Dance, Other",31,0.01
"1161",35000,"CIPCODE","50.0401","Design and Visual Communications, General",435,0.15
"1162",35000,"CIPCODE","50.0402","Commercial and Advertising Art",394,0.13
"1163",35000,"CIPCODE","50.0404","Industrial and Product Design",111,0.04
"1164",35000,"CIPCODE","50.0406","Commercial Photography",149,0.05
"1165",35000,"CIPCODE","50.0407","Fashion/Apparel Design",226,0.08
"1166",35000,"CIPCODE","50.0408","Interior Design",472,0.16
"1167",35000,"CIPCODE","50.0409","Graphic Design",865,0.29
"1168",35000,"CIPCODE","50.0410","Illustration",108,0.04
"1169",35000,"CIPCODE","50.0411","Game and Interactive Media Design",266,0.09
"1170",35000,"CIPCODE","50.0499","Design and Applied Arts, Other",116,0.04
"1171",35000,"CIPCODE","50.0501","Drama and Dramatics/Theatre Arts, General",1512,0.51
"1172",35000,"CIPCODE","50.0502","Technical Theatre/Theatre Design and Technology",276,0.09
"1173",35000,"CIPCODE","50.0504","Playwriting and Screenwriting",87,0.03
"1174",35000,"CIPCODE","50.0505","Theatre Literature, History and Criticism",23,0.01
"1175",35000,"CIPCODE","50.0506","Acting",163,0.06
"1176",35000,"CIPCODE","50.0507","Directing and Theatrical Production",81,0.03
"1177",35000,"CIPCODE","50.0509","Musical Theatre",157,0.05
"1178",35000,"CIPCODE","50.0510","Costume Design",21,0.01
"1179",35000,"CIPCODE","50.0511","Comedy Writing and Performance",3,0
"1180",35000,"CIPCODE","50.0512","Theatre and Dance",10,0
"1181",35000,"CIPCODE","50.0599","Dramatic/Theatre Arts and Stagecraft, Other",90,0.03
"1182",35000,"CIPCODE","50.0601","Film/Cinema/Media Studies",390,0.13
"1183",35000,"CIPCODE","50.0602","Cinematography and Film/Video Production",457,0.15
"1184",35000,"CIPCODE","50.0605","Photography",340,0.11
"1185",35000,"CIPCODE","50.0607","Documentary Production",24,0.01
"1186",35000,"CIPCODE","50.0699","Film/Video and Photographic Arts, Other",67,0.02
"1187",35000,"CIPCODE","50.0701","Art/Art Studies, General",1163,0.39
"1188",35000,"CIPCODE","50.0702","Fine/Studio Arts, General",1072,0.36
"1189",35000,"CIPCODE","50.0703","Art History, Criticism and Conservation",780,0.26
"1190",35000,"CIPCODE","50.0705","Drawing",71,0.02
"1191",35000,"CIPCODE","50.0706","Intermedia/Multimedia",77,0.03
"1192",35000,"CIPCODE","50.0708","Painting",101,0.03
"1193",35000,"CIPCODE","50.0709","Sculpture",93,0.03
"1194",35000,"CIPCODE","50.0710","Printmaking",63,0.02
"1195",35000,"CIPCODE","50.0711","Ceramic Arts and Ceramics",94,0.03
"1196",35000,"CIPCODE","50.0712","Fiber, Textile and Weaving Arts",31,0.01
"1197",35000,"CIPCODE","50.0713","Jewelry Arts",55,0.02
"1198",35000,"CIPCODE","50.0714","Metal Arts",7,0
"1199",35000,"CIPCODE","50.0799","Fine Arts and Art Studies, Other",152,0.05
"1200",35000,"CIPCODE","50.0901","Music, General",1745,0.59
"1201",35000,"CIPCODE","50.0902","Music History, Literature, and Theory",104,0.04
"1202",35000,"CIPCODE","50.0903","Music Performance, General",861,0.29
"1203",35000,"CIPCODE","50.0904","Music Theory and Composition",344,0.12
"1204",35000,"CIPCODE","50.0905","Musicology and Ethnomusicology",74,0.02
"1205",35000,"CIPCODE","50.0906","Conducting",91,0.03
"1206",35000,"CIPCODE","50.0907","Keyboard Instruments",177,0.06
"1207",35000,"CIPCODE","50.0908","Voice and Opera",187,0.06
"1208",35000,"CIPCODE","50.0910","Jazz/Jazz Studies",119,0.04
"1209",35000,"CIPCODE","50.0911","Stringed Instruments",83,0.03
"1210",35000,"CIPCODE","50.0912","Music Pedagogy",102,0.03
"1211",35000,"CIPCODE","50.0913","Music Technology",168,0.06
"1212",35000,"CIPCODE","50.0914","Brass Instruments",49,0.02
"1213",35000,"CIPCODE","50.0915","Woodwind Instruments",49,0.02
"1214",35000,"CIPCODE","50.0916","Percussion Instruments",42,0.01
"1215",35000,"CIPCODE","50.0917","Sound Arts",5,0
"1216",35000,"CIPCODE","50.0999","Music, Other",200,0.07
"1217",35000,"CIPCODE","50.1001","Arts, Entertainment, and Media Management, General",113,0.04
"1218",35000,"CIPCODE","50.1002","Fine and Studio Arts Management",134,0.05
"1219",35000,"CIPCODE","50.1003","Music Management",187,0.06
"1220",35000,"CIPCODE","50.1004","Theatre/Theatre Arts Management",54,0.02
"1221",35000,"CIPCODE","50.1099","Arts, Entertainment, and Media Management, Other",30,0.01
"1222",35000,"CIPCODE","50.1101","Community/Environmental/Socially-Engaged Art",3,0
"1223",35000,"CIPCODE","50.9999","Visual and Performing Arts, Other",129,0.04
"1224",35000,"CIPCODE","51.0000","Health Services/Allied Health/Health Sciences, General",825,0.28
"1225",35000,"CIPCODE","51.0001","Health and Wellness, General",280,0.09
"1226",35000,"CIPCODE","51.0101","Chiropractic",17,0.01
"1227",35000,"CIPCODE","51.0201","Communication Sciences and Disorders, General",272,0.09
"1228",35000,"CIPCODE","51.0202","Audiology/Audiologist",97,0.03
"1229",35000,"CIPCODE","51.0203","Speech-Language Pathology/Pathologist",232,0.08
"1230",35000,"CIPCODE","51.0204","Audiology/Audiologist and Speech-Language Pathology/Pathologist",308,0.1
"1231",35000,"CIPCODE","51.0299","Communication Disorders Sciences and Services, Other",27,0.01
"1232",35000,"CIPCODE","51.0401","Dentistry",71,0.02
"1233",35000,"CIPCODE","51.0501","Dental Clinical Sciences, General",47,0.02
"1234",35000,"CIPCODE","51.0502","Advanced General Dentistry",25,0.01
"1235",35000,"CIPCODE","51.0503","Oral Biology and Oral and Maxillofacial Pathology",43,0.01
"1236",35000,"CIPCODE","51.0504","Dental Public Health and Education",20,0.01
"1237",35000,"CIPCODE","51.0505","Dental Materials",2,0
"1238",35000,"CIPCODE","51.0506","Endodontics/Endodontology",42,0.01
"1239",35000,"CIPCODE","51.0507","Oral/Maxillofacial Surgery",20,0.01
"1240",35000,"CIPCODE","51.0508","Orthodontics/Orthodontology",59,0.02
"1241",35000,"CIPCODE","51.0509","Pediatric Dentistry/Pedodontics",35,0.01
"1242",35000,"CIPCODE","51.0510","Periodontics/Periodontology",42,0.01
"1243",35000,"CIPCODE","51.0511","Prosthodontics/Prosthodontology",29,0.01
"1244",35000,"CIPCODE","51.0599","Advanced/Graduate Dentistry and Oral Sciences, Other",23,0.01
"1245",35000,"CIPCODE","51.0601","Dental Assisting/Assistant",794,0.27
"1246",35000,"CIPCODE","51.0602","Dental Hygiene/Hygienist",425,0.14
"1247",35000,"CIPCODE","51.0603","Dental Laboratory Technology/Technician",51,0.02
"1248",35000,"CIPCODE","51.0699","Dental Services and Allied Professions, Other",17,0.01
"1249",35000,"CIPCODE","51.0701","Health/Health Care Administration/Management",1224,0.41
"1250",35000,"CIPCODE","51.0702","Hospital and Health Care Facilities Administration/Management",123,0.04
"1251",35000,"CIPCODE","51.0703","Health Unit Coordinator/Ward Clerk",21,0.01
"1252",35000,"CIPCODE","51.0704","Health Unit Manager/Ward Supervisor",3,0
"1253",35000,"CIPCODE","51.0705","Medical Office Management/Administration",269,0.09
"1254",35000,"CIPCODE","51.0706","Health Information/Medical Records Administration/Administrator",264,0.09
"1255",35000,"CIPCODE","51.0707","Health Information/Medical Records Technology/Technician",673,0.23
"1256",35000,"CIPCODE","51.0708","Medical Transcription/Transcriptionist",87,0.03
"1257",35000,"CIPCODE","51.0709","Medical Office Computer Specialist/Assistant",26,0.01
"1258",35000,"CIPCODE","51.0710","Medical Office Assistant/Specialist",343,0.12
"1259",35000,"CIPCODE","51.0711","Medical/Health Management and Clinical Assistant/Specialist",41,0.01
"1260",35000,"CIPCODE","51.0712","Medical Reception/Receptionist",54,0.02
"1261",35000,"CIPCODE","51.0713","Medical Insurance Coding Specialist/Coder",571,0.19
"1262",35000,"CIPCODE","51.0714","Medical Insurance Specialist/Medical Biller",269,0.09
"1263",35000,"CIPCODE","51.0715","Health/Medical Claims Examiner",1,0
"1264",35000,"CIPCODE","51.0716","Medical Administrative/Executive Assistant and Medical Secretary",534,0.18
"1265",35000,"CIPCODE","51.0717","Medical Staff Services Technology/Technician",9,0
"1266",35000,"CIPCODE","51.0718","Long Term Care Administration/Management",42,0.01
"1267",35000,"CIPCODE","51.0719","Clinical Research Coordinator",39,0.01
"1268",35000,"CIPCODE","51.0720","Regulatory Science/Affairs",5,0
"1269",35000,"CIPCODE","51.0721","Disease Registry Data Management",3,0
"1270",35000,"CIPCODE","51.0722","Healthcare Innovation",15,0.01
"1271",35000,"CIPCODE","51.0723","Healthcare Information Privacy Assurance and Security",3,0
"1272",35000,"CIPCODE","51.0799","Health and Medical Administrative Services, Other",149,0.05
"1273",35000,"CIPCODE","51.0801","Medical/Clinical Assistant",1675,0.57
"1274",35000,"CIPCODE","51.0802","Clinical/Medical Laboratory Assistant",51,0.02
"1275",35000,"CIPCODE","51.0803","Occupational Therapist Assistant",240,0.08
"1276",35000,"CIPCODE","51.0805","Pharmacy Technician/Assistant",665,0.22
"1277",35000,"CIPCODE","51.0806","Physical Therapy Assistant",400,0.13
"1278",35000,"CIPCODE","51.0809","Anesthesiologist Assistant",27,0.01
"1279",35000,"CIPCODE","51.0810","Emergency Care Attendant (EMT Ambulance)",123,0.04
"1280",35000,"CIPCODE","51.0811","Pathology/Pathologist Assistant",9,0
"1281",35000,"CIPCODE","51.0812","Respiratory Therapy Technician/Assistant",36,0.01
"1282",35000,"CIPCODE","51.0814","Radiologist Assistant",13,0
"1283",35000,"CIPCODE","51.0815","Lactation Consultant",9,0
"1284",35000,"CIPCODE","51.0816","Speech-Language Pathology Assistant",19,0.01
"1285",35000,"CIPCODE","51.0899","Allied Health and Medical Assisting Services, Other",124,0.04
"1286",35000,"CIPCODE","51.0901","Cardiovascular Technology/Technologist",117,0.04
"1287",35000,"CIPCODE","51.0902","Electrocardiograph Technology/Technician",62,0.02
"1288",35000,"CIPCODE","51.0903","Electroneurodiagnostic/Electroencephalographic Technology/Technologist",46,0.02
"1289",35000,"CIPCODE","51.0904","Emergency Medical Technology/Technician (EMT Paramedic)",1462,0.49
"1290",35000,"CIPCODE","51.0905","Nuclear Medical Technology/Technologist",116,0.04
"1291",35000,"CIPCODE","51.0906","Perfusion Technology/Perfusionist",15,0.01
"1292",35000,"CIPCODE","51.0907","Medical Radiologic Technology/Science - Radiation Therapist",370,0.12
"1293",35000,"CIPCODE","51.0908","Respiratory Care Therapy/Therapist",473,0.16
"1294",35000,"CIPCODE","51.0909","Surgical Technology/Technologist",650,0.22
"1295",35000,"CIPCODE","51.0910","Diagnostic Medical Sonography/Sonographer and Ultrasound Technician",411,0.14
"1296",35000,"CIPCODE","51.0911","Radiologic Technology/Science - Radiographer",646,0.22
"1297",35000,"CIPCODE","51.0912","Physician Assistant",295,0.1
"1298",35000,"CIPCODE","51.0913","Athletic Training/Trainer",571,0.19
"1299",35000,"CIPCODE","51.0914","Gene/Genetic Therapy",3,0
"1300",35000,"CIPCODE","51.0915","Cardiopulmonary Technology/Technologist",7,0
"1301",35000,"CIPCODE","51.0916","Radiation Protection/Health Physics Technician",11,0
"1302",35000,"CIPCODE","51.0917","Polysomnography",38,0.01
"1303",35000,"CIPCODE","51.0918","Hearing Instrument Specialist",5,0
"1304",35000,"CIPCODE","51.0919","Mammography Technology/Technician",23,0.01
"1305",35000,"CIPCODE","51.0920","Magnetic Resonance Imaging (MRI) Technology/Technician",84,0.03
"1306",35000,"CIPCODE","51.0923","Orthopedic Technology/Technician",2,0
"1307",35000,"CIPCODE","51.0999","Allied Health Diagnostic, Intervention, and Treatment Professions, Other",124,0.04
"1308",35000,"CIPCODE","51.1001","Blood Bank Technology Specialist",19,0.01
"1309",35000,"CIPCODE","51.1002","Cytotechnology/Cytotechnologist",29,0.01
"1310",35000,"CIPCODE","51.1003","Hematology Technology/Technician",5,0
"1311",35000,"CIPCODE","51.1004","Clinical/Medical Laboratory Technician",358,0.12
"1312",35000,"CIPCODE","51.1005","Clinical Laboratory Science/Medical Technology/Technologist",406,0.14
"1313",35000,"CIPCODE","51.1006","Ophthalmic Laboratory Technology/Technician",3,0
"1314",35000,"CIPCODE","51.1007","Histologic Technology/Histotechnologist",25,0.01
"1315",35000,"CIPCODE","51.1008","Histologic Technician",32,0.01
"1316",35000,"CIPCODE","51.1009","Phlebotomy Technician/Phlebotomist",386,0.13
"1317",35000,"CIPCODE","51.1010","Cytogenetics/Genetics/Clinical Genetics Technology/Technologist",5,0
"1318",35000,"CIPCODE","51.1011","Renal/Dialysis Technologist/Technician",31,0.01
"1319",35000,"CIPCODE","51.1012","Sterile Processing Technology/Technician",91,0.03
"1320",35000,"CIPCODE","51.1099","Clinical/Medical Laboratory Science and Allied Professions, Other",68,0.02
"1321",35000,"CIPCODE","51.1101","Pre-Dentistry Studies",47,0.02
"1322",35000,"CIPCODE","51.1102","Pre-Medicine/Pre-Medical Studies",188,0.06
"1323",35000,"CIPCODE","51.1103","Pre-Pharmacy Studies",77,0.03
"1324",35000,"CIPCODE","51.1105","Pre-Nursing Studies",132,0.04
"1325",35000,"CIPCODE","51.1106","Pre-Chiropractic Studies",3,0
"1326",35000,"CIPCODE","51.1107","Pre-Occupational Therapy Studies",25,0.01
"1327",35000,"CIPCODE","51.1108","Pre-Optometry Studies",10,0
"1328",35000,"CIPCODE","51.1109","Pre-Physical Therapy Studies",52,0.02
"1329",35000,"CIPCODE","51.1110","Pre-Art Therapy",3,0
"1330",35000,"CIPCODE","51.1111","Pre-Physician Assistant",8,0
"1331",35000,"CIPCODE","51.1199","Health/Medical Preparatory Programs, Other",212,0.07
"1332",35000,"CIPCODE","51.1201","Medicine",152,0.05
"1333",35000,"CIPCODE","51.1202","Osteopathic Medicine/Osteopathy",37,0.01
"1334",35000,"CIPCODE","51.1203","Podiatric Medicine/Podiatry",9,0
"1335",35000,"CIPCODE","51.1299","Medicine, Other",1,0
"1336",35000,"CIPCODE","51.1401","Medical Science/Scientist",120,0.04
"1337",35000,"CIPCODE","51.1402","Clinical and Translational Science",21,0.01
"1338",35000,"CIPCODE","51.1404","Temporomandibular Disorders and Orofacial Pain",2,0
"1339",35000,"CIPCODE","51.1499","Medical Clinical Sciences/Graduate Medical Studies, Other",1,0
"1340",35000,"CIPCODE","51.1501","Substance Abuse/Addiction Counseling",651,0.22
"1341",35000,"CIPCODE","51.1502","Psychiatric/Mental Health Services Technician",144,0.05
"1342",35000,"CIPCODE","51.1503","Clinical/Medical Social Work",63,0.02
"1343",35000,"CIPCODE","51.1504","Community Health Services/Liaison/Counseling",192,0.06
"1344",35000,"CIPCODE","51.1505","Marriage and Family Therapy/Counseling",218,0.07
"1345",35000,"CIPCODE","51.1506","Clinical Pastoral Counseling/Patient Counseling",38,0.01
"1346",35000,"CIPCODE","51.1507","Psychoanalysis and Psychotherapy",4,0
"1347",35000,"CIPCODE","51.1508","Mental Health Counseling/Counselor",356,0.12
"1348",35000,"CIPCODE","51.1509","Genetic Counseling/Counselor",36,0.01
"1349",35000,"CIPCODE","51.1511","Medical Family Therapy/Therapist",4,0
"1350",35000,"CIPCODE","51.1512","Hospice and Palliative Care",1,0
"1351",35000,"CIPCODE","51.1513","Trauma Counseling",9,0
"1352",35000,"CIPCODE","51.1599","Mental and Social Health Services and Allied Professions, Other",244,0.08
"1353",35000,"CIPCODE","51.1701","Optometry",24,0.01
"1354",35000,"CIPCODE","51.1801","Opticianry/Ophthalmic Dispensing Optician",43,0.01
"1355",35000,"CIPCODE","51.1802","Optometric Technician/Assistant",27,0.01
"1356",35000,"CIPCODE","51.1803","Ophthalmic Technician/Technologist",32,0.01
"1357",35000,"CIPCODE","51.1804","Orthoptics/Orthoptist",3,0
"1358",35000,"CIPCODE","51.1899","Ophthalmic and Optometric Support Services and Allied Professions, Other",10,0
"1359",35000,"CIPCODE","51.2001","Pharmacy",172,0.06
"1360",35000,"CIPCODE","51.2002","Pharmacy Administration and Pharmacy Policy and Regulatory Affairs",38,0.01
"1361",35000,"CIPCODE","51.2003","Pharmaceutics and Drug Design",77,0.03
"1362",35000,"CIPCODE","51.2004","Medicinal and Pharmaceutical Chemistry",57,0.02
"1363",35000,"CIPCODE","51.2005","Natural Products Chemistry and Pharmacognosy",6,0
"1364",35000,"CIPCODE","51.2006","Clinical and Industrial Drug Development",16,0.01
"1365",35000,"CIPCODE","51.2007","Pharmacoeconomics/Pharmaceutical Economics",26,0.01
"1366",35000,"CIPCODE","51.2008","Clinical, Hospital, and Managed Care Pharmacy",8,0
"1367",35000,"CIPCODE","51.2009","Industrial and Physical Pharmacy and Cosmetic Sciences",12,0
"1368",35000,"CIPCODE","51.2010","Pharmaceutical Sciences",118,0.04
"1369",35000,"CIPCODE","51.2011","Pharmaceutical Marketing and Management",11,0
"1370",35000,"CIPCODE","51.2099","Pharmacy, Pharmaceutical Sciences, and Administration, Other",49,0.02
"1371",35000,"CIPCODE","51.2201","Public Health, General",804,0.27
"1372",35000,"CIPCODE","51.2202","Environmental Health",160,0.05
"1373",35000,"CIPCODE","51.2205","Health/Medical  Physics",66,0.02
"1374",35000,"CIPCODE","51.2206","Occupational Health and Industrial Hygiene",47,0.02
"1375",35000,"CIPCODE","51.2207","Public Health Education and Promotion",253,0.09
"1376",35000,"CIPCODE","51.2208","Community Health and Preventive Medicine",172,0.06
"1377",35000,"CIPCODE","51.2209","Maternal and Child Health",27,0.01
"1378",35000,"CIPCODE","51.2210","International Public Health/International Health",116,0.04
"1379",35000,"CIPCODE","51.2211","Health Services Administration",220,0.07
"1380",35000,"CIPCODE","51.2212","Behavioral Aspects of Health",65,0.02
"1381",35000,"CIPCODE","51.2213","Patient Safety and Healthcare Quality",2,0
"1382",35000,"CIPCODE","51.2299","Public Health, Other",124,0.04
"1383",35000,"CIPCODE","51.2300","Rehabilitation and Therapeutic Professions, General",4,0
"1384",35000,"CIPCODE","51.2301","Art Therapy/Therapist",112,0.04
"1385",35000,"CIPCODE","51.2302","Dance Therapy/Therapist",5,0
"1386",35000,"CIPCODE","51.2305","Music Therapy/Therapist",119,0.04
"1387",35000,"CIPCODE","51.2306","Occupational Therapy/Therapist",360,0.12
"1388",35000,"CIPCODE","51.2307","Orthotist/Prosthetist",28,0.01
"1389",35000,"CIPCODE","51.2308","Physical Therapy/Therapist",343,0.12
"1390",35000,"CIPCODE","51.2309","Therapeutic Recreation/Recreational Therapy",80,0.03
"1391",35000,"CIPCODE","51.2310","Vocational Rehabilitation Counseling/Counselor",109,0.04
"1392",35000,"CIPCODE","51.2311","Kinesiotherapy/Kinesiotherapist",11,0
"1393",35000,"CIPCODE","51.2312","Assistive/Augmentative Technology and Rehabilitation Engineering",12,0
"1394",35000,"CIPCODE","51.2313","Animal-Assisted Therapy",20,0.01
"1395",35000,"CIPCODE","51.2314","Rehabilitation Science",76,0.03
"1396",35000,"CIPCODE","51.2315","Drama Therapy/Therapist",1,0
"1397",35000,"CIPCODE","51.2317","Play Therapy/Therapist",5,0
"1398",35000,"CIPCODE","51.2399","Rehabilitation and Therapeutic Professions, Other",106,0.04
"1399",35000,"CIPCODE","51.2601","Health Aide",36,0.01
"1400",35000,"CIPCODE","51.2602","Home Health Aide/Home Attendant",69,0.02
"1401",35000,"CIPCODE","51.2603","Medication Aide",30,0.01
"1402",35000,"CIPCODE","51.2604","Rehabilitation Aide",13,0
"1403",35000,"CIPCODE","51.2605","Physical Therapy Technician/Aide",1,0
"1404",35000,"CIPCODE","51.2699","Health Aides/Attendants/Orderlies, Other",10,0
"1405",35000,"CIPCODE","51.2703","Medical Illustration/Medical Illustrator",13,0
"1406",35000,"CIPCODE","51.2706","Medical Informatics",241,0.08
"1407",35000,"CIPCODE","51.2799","Medical Illustration and Informatics, Other",5,0
"1408",35000,"CIPCODE","51.3101","Dietetics/Dietitian",271,0.09
"1409",35000,"CIPCODE","51.3102","Clinical Nutrition/Nutritionist",65,0.02
"1410",35000,"CIPCODE","51.3103","Dietetic Technician",50,0.02
"1411",35000,"CIPCODE","51.3104","Dietitian Assistant",21,0.01
"1412",35000,"CIPCODE","51.3199","Dietetics and Clinical Nutrition Services, Other",39,0.01
"1413",35000,"CIPCODE","51.3201","Bioethics/Medical Ethics",93,0.03
"1414",35000,"CIPCODE","51.3202","Health Professions Education",15,0.01
"1415",35000,"CIPCODE","51.3203","Nursing Education",353,0.12
"1416",35000,"CIPCODE","51.3204","Medical/Health Humanities",18,0.01
"1417",35000,"CIPCODE","51.3206","Arts in Medicine/Health",1,0
"1418",35000,"CIPCODE","51.3299","Health Professions Education, Ethics, and Humanities, Other",3,0
"1419",35000,"CIPCODE","51.3300","Alternative and Complementary Medicine and Medical Systems, General",17,0.01
"1420",35000,"CIPCODE","51.3301","Acupuncture and Oriental Medicine",82,0.03
"1421",35000,"CIPCODE","51.3302","Traditional Chinese Medicine and Chinese Herbology",19,0.01
"1422",35000,"CIPCODE","51.3303","Naturopathic Medicine/Naturopathy",9,0
"1423",35000,"CIPCODE","51.3305","Ayurvedic Medicine/Ayurveda",9,0
"1424",35000,"CIPCODE","51.3306","Holistic/Integrative Health",39,0.01
"1425",35000,"CIPCODE","51.3399","Alternative and Complementary Medicine and Medical Systems, Other",12,0
"1426",35000,"CIPCODE","51.3401","Direct Entry Midwifery",10,0
"1427",35000,"CIPCODE","51.3499","Alternative and Complementary Medical Support Services, Other",7,0
"1428",35000,"CIPCODE","51.3501","Massage Therapy/Therapeutic Massage",597,0.2
"1429",35000,"CIPCODE","51.3502","Asian Bodywork Therapy",6,0
"1430",35000,"CIPCODE","51.3503","Somatic Bodywork",6,0
"1431",35000,"CIPCODE","51.3599","Somatic Bodywork and Related Therapeutic Services, Other",4,0
"1432",35000,"CIPCODE","51.3601","Movement Therapy and Movement Education",10,0
"1433",35000,"CIPCODE","51.3602","Yoga Teacher Training/Yoga Therapy",14,0
"1434",35000,"CIPCODE","51.3603","Hypnotherapy/Hypnotherapist",4,0
"1435",35000,"CIPCODE","51.3699","Movement and Mind-Body Therapies and Education, Other",4,0
"1436",35000,"CIPCODE","51.3701","Aromatherapy",1,0
"1437",35000,"CIPCODE","51.3702","Herbalism/Herbalist",9,0
"1438",35000,"CIPCODE","51.3703","Polarity Therapy",4,0
"1439",35000,"CIPCODE","51.3801","Registered Nursing/Registered Nurse",2870,0.97
